https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume XRP,Volume EUR,tradecount
1723161600000,2024-08-09,XRPEUR,0.5656,0.5722,0.5207,0.5327,2793583.0,1507102.0516,7952
1723075200000,2024-08-08,XRPEUR,0.55,0.5889,0.53,0.5658,5172282.0,2908508.2638,11967
1722988800000,2024-08-07,XRPEUR,0.4652,0.6,0.4512,0.5494,7103840.0,3723089.135,13385
1722902400000,2024-08-06,XRPEUR,0.4476,0.4766,0.4476,0.464,2233618.0,1044248.2178,4399
1722816000000,2024-08-05,XRPEUR,0.4803,0.4826,0.3947,0.4483,6469120.0,2795530.7838,14554
1722729600000,2024-08-04,XRPEUR,0.5112,0.5138,0.4729,0.4803,1913191.0,938373.1596,4030
1722643200000,2024-08-03,XRPEUR,0.5159,0.531,0.4974,0.5123,1840082.0,944108.3416,3533
1722556800000,2024-08-02,XRPEUR,0.5528,0.553,0.5006,0.5166,2971100.0,1558199.3517,5180
1722470400000,2024-08-01,XRPEUR,0.5771,0.5823,0.5268,0.5529,3376195.0,1871380.0546,5857
1722384000000,2024-07-31,XRPEUR,0.5811,0.6084,0.575,0.5759,4420234.0,2631816.2525,9093
1722297600000,2024-07-30,XRPEUR,0.5564,0.5888,0.5509,0.5813,3330593.0,1912747.114,5298
1722211200000,2024-07-29,XRPEUR,0.5533,0.5645,0.5472,0.5569,2022069.0,1127533.4492,4365
1722124800000,2024-07-28,XRPEUR,0.5479,0.5653,0.5443,0.5539,1403145.0,779134.0511,2487
1722038400000,2024-07-27,XRPEUR,0.5556,0.5605,0.5368,0.5479,1119317.0,616474.13,2604
1721952000000,2024-07-26,XRPEUR,0.5528,0.5612,0.5403,0.5562,1805384.0,997571.2268,3527
1721865600000,2024-07-25,XRPEUR,0.57,0.5771,0.5397,0.5527,4226116.0,2365201.8986,6699
1721779200000,2024-07-24,XRPEUR,0.5499,0.5836,0.5449,0.5716,3163923.0,1804114.6994,5501
1721692800000,2024-07-23,XRPEUR,0.558,0.5665,0.5333,0.5505,3009784.0,1654387.1544,5923
1721606400000,2024-07-22,XRPEUR,0.5448,0.5724,0.5378,0.5586,3197741.0,1784913.1505,5930
1721520000000,2024-07-21,XRPEUR,0.5459,0.5578,0.5263,0.5444,3447528.0,1869323.7233,6218
1721433600000,2024-07-20,XRPEUR,0.5262,0.5547,0.5239,0.5464,2128174.0,1153574.1294,3878
1721347200000,2024-07-19,XRPEUR,0.5225,0.5392,0.4965,0.5267,2848608.0,1468477.1669,5326
1721260800000,2024-07-18,XRPEUR,0.5727,0.5816,0.5113,0.5227,3763417.0,2010833.6185,7555
1721174400000,2024-07-17,XRPEUR,0.5319,0.5834,0.5314,0.5729,6857133.0,3849728.184,10476
1721088000000,2024-07-16,XRPEUR,0.4928,0.5463,0.4887,0.5318,6947103.0,3630448.6507,9992
1721001600000,2024-07-15,XRPEUR,0.4785,0.4956,0.4785,0.4935,2733068.0,1332431.1375,4831
1720915200000,2024-07-14,XRPEUR,0.4797,0.4943,0.4646,0.4779,2593733.0,1248173.1133,5967
1720828800000,2024-07-13,XRPEUR,0.436,0.5185,0.4352,0.4796,5894097.0,2840083.3222,12728
1720742400000,2024-07-12,XRPEUR,0.4135,0.4396,0.4093,0.4356,3018340.0,1289776.6447,5975
1720656000000,2024-07-11,XRPEUR,0.4055,0.4176,0.4033,0.4134,1881009.0,773708.1203,3665
1720569600000,2024-07-10,XRPEUR,0.4032,0.4095,0.3986,0.4056,2162906.0,874344.1145,4217
1720483200000,2024-07-09,XRPEUR,0.3987,0.4052,0.3947,0.4032,2925657.0,1173950.2666,10271
1720396800000,2024-07-08,XRPEUR,0.3878,0.4092,0.3732,0.3989,4902922.0,1932589.8925,15264
1720310400000,2024-07-07,XRPEUR,0.4147,0.4147,0.3868,0.3877,2494549.0,999417.5116,5855
1720224000000,2024-07-06,XRPEUR,0.393,0.4157,0.3916,0.4147,1897429.0,766986.1933,4228
1720137600000,2024-07-05,XRPEUR,0.4006,0.4006,0.355,0.393,5185952.0,1979409.1751,8919
1720051200000,2024-07-04,XRPEUR,0.433,0.4352,0.3998,0.4002,3915490.0,1630531.6993,4921
1719964800000,2024-07-03,XRPEUR,0.4513,0.4525,0.4279,0.4328,2447174.0,1078743.7677,4254
1719878400000,2024-07-02,XRPEUR,0.4442,0.4561,0.4434,0.4513,1811801.0,814985.4806,3262
1719792000000,2024-07-01,XRPEUR,0.443,0.451,0.4425,0.4443,2216306.0,988741.8266,4201
1719705600000,2024-06-30,XRPEUR,0.4412,0.4453,0.439,0.4431,778126.0,343953.1297,1683
1719619200000,2024-06-29,XRPEUR,0.4402,0.4452,0.4402,0.4414,844948.0,374390.7844,1481
1719532800000,2024-06-28,XRPEUR,0.4438,0.4492,0.4379,0.4403,1786735.0,793982.981,3533
1719446400000,2024-06-27,XRPEUR,0.4397,0.4453,0.4357,0.4438,1576632.0,694546.4342,2934
1719360000000,2024-06-26,XRPEUR,0.4446,0.4466,0.4359,0.4399,1950667.0,863050.1717,3568
1719273600000,2024-06-25,XRPEUR,0.442,0.4491,0.4409,0.4446,2082284.0,925651.3309,4464
1719187200000,2024-06-24,XRPEUR,0.4486,0.4495,0.4307,0.4419,3483709.0,1541428.7853,7435
1719100800000,2024-06-23,XRPEUR,0.4553,0.4573,0.4439,0.4485,996045.0,449939.5866,2806
1719014400000,2024-06-22,XRPEUR,0.4576,0.4581,0.453,0.4552,699783.0,318653.5901,1838
1718928000000,2024-06-21,XRPEUR,0.4566,0.4641,0.4486,0.4575,3019436.0,1379140.0899,5939
1718841600000,2024-06-20,XRPEUR,0.4593,0.4683,0.4562,0.457,3246771.0,1497913.5413,6606
1718755200000,2024-06-19,XRPEUR,0.4573,0.4653,0.4539,0.4586,2097288.0,963910.9079,4187
1718668800000,2024-06-18,XRPEUR,0.4701,0.4758,0.4383,0.4577,6297389.0,2886349.8046,9868
1718582400000,2024-06-17,XRPEUR,0.4568,0.4863,0.4522,0.4711,4682015.0,2205356.7784,9087
1718496000000,2024-06-16,XRPEUR,0.4588,0.4668,0.4558,0.4566,1272020.0,584340.9191,3048
1718409600000,2024-06-15,XRPEUR,0.4438,0.4722,0.4434,0.4588,1625411.0,740125.2123,3598
1718323200000,2024-06-14,XRPEUR,0.4444,0.4507,0.4309,0.4439,2827395.0,1252828.9336,5628
1718236800000,2024-06-13,XRPEUR,0.455,0.455,0.4431,0.4441,2435222.0,1095640.5947,4722
1718150400000,2024-06-12,XRPEUR,0.4476,0.46,0.4421,0.4551,2645770.0,1197424.6464,5139
1718064000000,2024-06-11,XRPEUR,0.4615,0.4617,0.4393,0.4475,3507641.0,1577763.5705,6180
1717977600000,2024-06-10,XRPEUR,0.4628,0.4712,0.4584,0.4618,1763114.0,817933.884,3963
1717891200000,2024-06-09,XRPEUR,0.4569,0.4637,0.4552,0.4627,828974.0,381089.3655,2030
1717804800000,2024-06-08,XRPEUR,0.4623,0.4645,0.4546,0.4571,1051803.0,482671.8236,3329
1717718400000,2024-06-07,XRPEUR,0.4791,0.486,0.4153,0.4628,4188163.0,1927507.4558,8256
1717632000000,2024-06-06,XRPEUR,0.4828,0.4852,0.4745,0.4791,1383219.0,666295.427,3681
1717545600000,2024-06-05,XRPEUR,0.4825,0.4895,0.4812,0.4827,1487584.0,720691.8703,3821
1717459200000,2024-06-04,XRPEUR,0.4768,0.4871,0.4755,0.4826,1923317.0,926023.5733,5349
1717372800000,2024-06-03,XRPEUR,0.4733,0.4827,0.4716,0.4771,1714980.0,820170.2494,4714
1717286400000,2024-06-02,XRPEUR,0.478,0.4797,0.4685,0.4733,1041456.0,494593.7657,2985
1717200000000,2024-06-01,XRPEUR,0.4772,0.481,0.477,0.4779,562545.0,269519.736,2009
1717113600000,2024-05-31,XRPEUR,0.4788,0.4841,0.4725,0.477,1798743.0,861227.7655,4645
1717027200000,2024-05-30,XRPEUR,0.4847,0.4884,0.4745,0.479,1944837.0,935911.6132,4565
1716940800000,2024-05-29,XRPEUR,0.4869,0.492,0.481,0.4848,1869353.0,910428.6329,4922
1716854400000,2024-05-28,XRPEUR,0.4908,0.492,0.4788,0.4867,1942846.0,942806.0539,5059
1716768000000,2024-05-27,XRPEUR,0.4866,0.4977,0.4826,0.491,1762876.0,863641.1152,4657
1716681600000,2024-05-26,XRPEUR,0.4993,0.4996,0.4846,0.4867,1157205.0,569324.1184,3093
1716595200000,2024-05-25,XRPEUR,0.4944,0.5004,0.4916,0.4995,1557721.0,772947.3782,3181
1716508800000,2024-05-24,XRPEUR,0.4888,0.4957,0.4779,0.4942,1885239.0,921024.7151,4616
1716422400000,2024-05-23,XRPEUR,0.4861,0.5055,0.468,0.4891,4152776.0,2011092.8649,6939
1716336000000,2024-05-22,XRPEUR,0.4912,0.4957,0.4822,0.4858,1969286.0,965323.6468,4043
1716249600000,2024-05-21,XRPEUR,0.4868,0.5106,0.4806,0.4912,4000000.0,1979781.1255,7388
1716163200000,2024-05-20,XRPEUR,0.4684,0.4897,0.4652,0.4867,3570423.0,1715734.6065,6180
1716076800000,2024-05-19,XRPEUR,0.4798,0.4817,0.4657,0.4686,864650.0,408952.3475,1828
1715990400000,2024-05-18,XRPEUR,0.4808,0.4835,0.4776,0.4796,628657.0,302175.1285,1387
1715904000000,2024-05-17,XRPEUR,0.4744,0.4861,0.473,0.4816,1160631.0,557926.7771,2490
1715817600000,2024-05-16,XRPEUR,0.4763,0.4803,0.4714,0.4744,1960102.0,932443.4598,3616
1715731200000,2024-05-15,XRPEUR,0.4634,0.4773,0.4595,0.4761,1885235.0,882836.4655,3524
1715644800000,2024-05-14,XRPEUR,0.4678,0.4742,0.4604,0.4627,2159480.0,1009036.09,3071
1715558400000,2024-05-13,XRPEUR,0.4644,0.4744,0.4525,0.4684,2181791.0,1014336.8778,3308
1715472000000,2024-05-12,XRPEUR,0.4702,0.4726,0.4608,0.4638,580061.0,271501.4042,1231
1715385600000,2024-05-11,XRPEUR,0.467,0.4721,0.4658,0.4703,462625.0,217138.0517,1260
1715299200000,2024-05-10,XRPEUR,0.4829,0.4829,0.4623,0.4671,1990530.0,940401.9683,3161
1715212800000,2024-05-09,XRPEUR,0.4808,0.4872,0.473,0.4835,1557213.0,748183.3457,2828
1715126400000,2024-05-08,XRPEUR,0.4879,0.4936,0.4791,0.4808,1590588.0,773479.7489,3019
1715040000000,2024-05-07,XRPEUR,0.5017,0.5057,0.4856,0.4882,1933789.0,965632.8714,3273
1714953600000,2024-05-06,XRPEUR,0.492,0.5294,0.4872,0.5018,3560038.0,1801641.5124,6309
1714867200000,2024-05-05,XRPEUR,0.4932,0.4956,0.4874,0.4921,759834.0,373810.8929,1597
1714780800000,2024-05-04,XRPEUR,0.4944,0.5028,0.4906,0.4931,1022497.0,507125.1912,2249
1714694400000,2024-05-03,XRPEUR,0.4839,0.4989,0.4798,0.4948,1673960.0,815725.3695,3506
1714608000000,2024-05-02,XRPEUR,0.4839,0.4897,0.4735,0.4836,1543058.0,745990.1682,3114
1714521600000,2024-05-01,XRPEUR,0.4697,0.4874,0.449,0.484,1999827.0,936239.8832,4319
1714435200000,2024-04-30,XRPEUR,0.4805,0.4847,0.4558,0.4691,2279167.0,1068496.6815,4082
1714348800000,2024-04-29,XRPEUR,0.4771,0.483,0.4657,0.4809,1885183.0,895582.3853,3528
1714262400000,2024-04-28,XRPEUR,0.4852,0.4918,0.4757,0.4768,860770.0,418451.322,1756
1714176000000,2024-04-27,XRPEUR,0.4924,0.4924,0.4757,0.485,1175784.0,569537.3261,2141
1714089600000,2024-04-26,XRPEUR,0.4902,0.4997,0.4825,0.4924,3372449.0,1655325.7897,3635
1714003200000,2024-04-25,XRPEUR,0.4931,0.4967,0.4813,0.4903,4234657.0,2070167.2572,4892
1713916800000,2024-04-24,XRPEUR,0.5095,0.5171,0.4878,0.4933,5260468.0,2672587.5868,6276
1713830400000,2024-04-23,XRPEUR,0.5225,0.5237,0.5085,0.5094,4087297.0,2098630.3549,4988
1713744000000,2024-04-22,XRPEUR,0.4929,0.5368,0.4906,0.5227,7181907.0,3634124.0482,7743
1713657600000,2024-04-21,XRPEUR,0.4981,0.505,0.4876,0.4928,2288164.0,1135476.0109,3763
1713571200000,2024-04-20,XRPEUR,0.4727,0.4997,0.4689,0.4982,2943282.0,1438807.8993,4384
1713484800000,2024-04-19,XRPEUR,0.4728,0.4798,0.4401,0.4726,6362165.0,2972640.3949,8114
1713398400000,2024-04-18,XRPEUR,0.4648,0.4753,0.4553,0.4729,2379452.0,1109089.111,4541
1713312000000,2024-04-17,XRPEUR,0.4667,0.4783,0.4442,0.4647,6979379.0,3247178.415,8261
1713225600000,2024-04-16,XRPEUR,0.4682,0.4739,0.449,0.4682,6948212.0,3224291.018,8691
1713139200000,2024-04-15,XRPEUR,0.4746,0.4891,0.454,0.4686,7110104.0,3389690.0086,10239
1713052800000,2024-04-14,XRPEUR,0.4569,0.4787,0.4398,0.4753,9115607.0,4234560.494,14551
1712966400000,2024-04-13,XRPEUR,0.5158,0.5191,0.4025,0.457,10449402.0,4885401.0675,17194
1712880000000,2024-04-12,XRPEUR,0.5668,0.5739,0.4774,0.5166,7951610.0,4306820.7715,10490
1712793600000,2024-04-11,XRPEUR,0.5717,0.5772,0.5624,0.5673,4079064.0,2335210.0306,6168
1712707200000,2024-04-10,XRPEUR,0.566,0.5757,0.5467,0.5721,3134461.0,1762978.8545,6453
1712620800000,2024-04-09,XRPEUR,0.5637,0.5917,0.5539,0.5662,5018041.0,2859004.0738,9139
1712534400000,2024-04-08,XRPEUR,0.5493,0.576,0.5435,0.5638,3326440.0,1871208.7391,6081
1712448000000,2024-04-07,XRPEUR,0.548,0.557,0.5448,0.5498,1758326.0,968919.8447,3416
1712361600000,2024-04-06,XRPEUR,0.5415,0.5537,0.5408,0.548,1619736.0,884327.9999,2827
1712275200000,2024-04-05,XRPEUR,0.5484,0.5486,0.5254,0.5424,2722431.0,1462988.0145,5146
1712188800000,2024-04-04,XRPEUR,0.5304,0.5683,0.5195,0.5487,4218537.0,2299578.2914,7587
1712102400000,2024-04-03,XRPEUR,0.545,0.5513,0.524,0.5304,3140155.0,1699127.0281,6137
1712016000000,2024-04-02,XRPEUR,0.5697,0.5766,0.5389,0.5447,3920795.0,2166995.3143,7722
1711929600000,2024-04-01,XRPEUR,0.5835,0.5877,0.5543,0.5692,2735814.0,1553396.9283,5451
1711843200000,2024-03-31,XRPEUR,0.5766,0.5844,0.5763,0.5838,1014629.0,589137.0323,2123
1711756800000,2024-03-30,XRPEUR,0.5854,0.591,0.5735,0.5768,1659728.0,964434.2492,3765
1711670400000,2024-03-29,XRPEUR,0.579,0.5982,0.5652,0.5853,2977289.0,1729832.7109,5843
1711584000000,2024-03-28,XRPEUR,0.5663,0.5908,0.5577,0.579,3128607.0,1806959.3123,6248
1711497600000,2024-03-27,XRPEUR,0.5836,0.5866,0.5603,0.5663,3133789.0,1793936.295,6801
1711411200000,2024-03-26,XRPEUR,0.5902,0.6023,0.5777,0.5838,2967088.0,1749495.1684,6568
1711324800000,2024-03-25,XRPEUR,0.5858,0.6112,0.5797,0.5902,3250880.0,1925528.1037,6923
1711238400000,2024-03-24,XRPEUR,0.5713,0.5887,0.569,0.5856,1799148.0,1048295.4565,3975
1711152000000,2024-03-23,XRPEUR,0.5656,0.5863,0.5587,0.5717,1535745.0,884246.6831,3342
1711065600000,2024-03-22,XRPEUR,0.5896,0.5945,0.554,0.5661,3492318.0,2003064.241,7217
1710979200000,2024-03-21,XRPEUR,0.5595,0.6028,0.5471,0.5899,4566560.0,2619551.132,9511
1710892800000,2024-03-20,XRPEUR,0.5375,0.5673,0.5239,0.5598,5732897.0,3133781.7363,10962
1710806400000,2024-03-19,XRPEUR,0.5936,0.5969,0.5258,0.5383,4982614.0,2743219.0261,9731
1710720000000,2024-03-18,XRPEUR,0.5694,0.6155,0.5475,0.5943,3226629.0,1847015.121,5615
1710633600000,2024-03-17,XRPEUR,0.5548,0.5751,0.5401,0.5696,2006292.0,1130215.624,4042
1710547200000,2024-03-16,XRPEUR,0.5833,0.5951,0.5456,0.5545,2381665.0,1360790.9521,4858
1710460800000,2024-03-15,XRPEUR,0.6152,0.621,0.5453,0.5832,3757202.0,2169931.7517,8911
1710374400000,2024-03-14,XRPEUR,0.63,0.6466,0.5855,0.6154,3938292.0,2430645.468,7434
1710288000000,2024-03-13,XRPEUR,0.6301,0.6427,0.6111,0.6293,3596393.0,2264693.8915,7543
1710201600000,2024-03-12,XRPEUR,0.6548,0.6633,0.6031,0.6301,6666873.0,4218492.8185,18239
1710115200000,2024-03-11,XRPEUR,0.5562,0.6799,0.535,0.6554,9927068.0,6245355.5813,26832
1710028800000,2024-03-10,XRPEUR,0.5681,0.5748,0.5458,0.5564,1623887.0,914032.2302,4022
1709942400000,2024-03-09,XRPEUR,0.5685,0.5792,0.5647,0.5677,1472857.0,841906.834,3586
1709856000000,2024-03-08,XRPEUR,0.5743,0.5796,0.55,0.5685,2441916.0,1391341.6193,6168
1709769600000,2024-03-07,XRPEUR,0.5623,0.5843,0.5572,0.5738,3366062.0,1926966.4244,7817
1709683200000,2024-03-06,XRPEUR,0.5458,0.5747,0.5315,0.5623,4319863.0,2402732.3651,7741
1709596800000,2024-03-05,XRPEUR,0.5966,0.6159,0.482,0.5459,7649248.0,4330372.2588,13395
1709510400000,2024-03-04,XRPEUR,0.5782,0.6136,0.5654,0.5971,4778380.0,2846084.1504,8735
1709424000000,2024-03-03,XRPEUR,0.5942,0.5945,0.5416,0.5785,2715188.0,1561979.5009,5307
1709337600000,2024-03-02,XRPEUR,0.5556,0.6003,0.5537,0.5938,4149822.0,2420784.6682,7757
1709251200000,2024-03-01,XRPEUR,0.5393,0.5569,0.5386,0.555,2571222.0,1407077.9986,4795
1709164800000,2024-02-29,XRPEUR,0.5301,0.5774,0.5232,0.5388,6580328.0,3609825.2943,10820
1709078400000,2024-02-28,XRPEUR,0.5404,0.5593,0.4878,0.5302,8589286.0,4546197.5175,18534
1708992000000,2024-02-27,XRPEUR,0.5075,0.551,0.505,0.5406,4875909.0,2553525.8575,8005
1708905600000,2024-02-26,XRPEUR,0.5012,0.5094,0.4878,0.5076,2647238.0,1323190.1804,4009
1708819200000,2024-02-25,XRPEUR,0.5033,0.5069,0.5008,0.5011,1518465.0,764453.865,2551
1708732800000,2024-02-24,XRPEUR,0.4939,0.5065,0.4914,0.5035,1539494.0,774502.1845,2524
1708646400000,2024-02-23,XRPEUR,0.5002,0.5026,0.4857,0.4942,2365047.0,1171213.918,3575
1708560000000,2024-02-22,XRPEUR,0.5077,0.51,0.4962,0.5004,2478136.0,1245965.4477,3805
1708473600000,2024-02-21,XRPEUR,0.5202,0.5209,0.4939,0.5077,3097923.0,1560672.4322,4581
1708387200000,2024-02-20,XRPEUR,0.5223,0.5333,0.5042,0.5205,4086175.0,2132991.0935,6423
1708300800000,2024-02-19,XRPEUR,0.517,0.5271,0.5146,0.5223,2982367.0,1552450.0328,4275
1708214400000,2024-02-18,XRPEUR,0.5106,0.5225,0.5084,0.517,1231368.0,637191.9368,2719
1708128000000,2024-02-17,XRPEUR,0.5235,0.5252,0.5004,0.5107,1645665.0,842899.8121,2806
1708041600000,2024-02-16,XRPEUR,0.5226,0.5385,0.5139,0.5242,4132863.0,2175474.851,6036
1707955200000,2024-02-15,XRPEUR,0.5022,0.5362,0.5011,0.5226,4218507.0,2175268.7143,7215
1707868800000,2024-02-14,XRPEUR,0.4901,0.5059,0.4862,0.5022,3020813.0,1502182.3862,4387
1707782400000,2024-02-13,XRPEUR,0.4929,0.4946,0.4794,0.4901,2213567.0,1082850.5799,3590
1707696000000,2024-02-12,XRPEUR,0.4857,0.4988,0.4768,0.4927,2597845.0,1267595.0607,4619
1707609600000,2024-02-11,XRPEUR,0.485,0.4953,0.4826,0.486,2049997.0,1000897.7643,3678
1707523200000,2024-02-10,XRPEUR,0.4877,0.4893,0.4805,0.4848,1641338.0,794791.6509,2900
1707436800000,2024-02-09,XRPEUR,0.4781,0.4898,0.4775,0.4875,1941348.0,940665.4164,3657
1707350400000,2024-02-08,XRPEUR,0.477,0.4829,0.4728,0.478,2569169.0,1226918.0254,3711
1707264000000,2024-02-07,XRPEUR,0.4694,0.4788,0.464,0.4767,1890077.0,886291.7956,3185
1707177600000,2024-02-06,XRPEUR,0.4707,0.475,0.464,0.4694,1570116.0,736754.5052,2683
1707091200000,2024-02-05,XRPEUR,0.4672,0.478,0.4617,0.4715,2153193.0,1013341.9154,2986
1707004800000,2024-02-04,XRPEUR,0.4809,0.4816,0.4645,0.4672,849878.0,402969.6326,1849
1706918400000,2024-02-03,XRPEUR,0.473,0.488,0.4688,0.4813,1635079.0,784097.2084,2944
1706832000000,2024-02-02,XRPEUR,0.4654,0.476,0.4606,0.4733,1570658.0,732866.2237,2739
1706745600000,2024-02-01,XRPEUR,0.4657,0.4696,0.4544,0.4655,2144439.0,987613.3641,3574
1706659200000,2024-01-31,XRPEUR,0.4715,0.4754,0.4481,0.4658,2822555.0,1314394.3171,4867
1706572800000,2024-01-30,XRPEUR,0.4934,0.4975,0.4684,0.4718,2570504.0,1238225.3327,4584
1706486400000,2024-01-29,XRPEUR,0.4837,0.4988,0.4811,0.4943,1371034.0,671295.262,2711
1706400000000,2024-01-28,XRPEUR,0.49,0.4944,0.4811,0.4838,800656.0,391512.1874,1717
1706313600000,2024-01-27,XRPEUR,0.4909,0.493,0.4859,0.4898,668084.0,327074.133,1509
1706227200000,2024-01-26,XRPEUR,0.4739,0.4938,0.4695,0.4908,1610971.0,774612.276,2955
1706140800000,2024-01-25,XRPEUR,0.4762,0.4762,0.4647,0.4741,1371606.0,645824.3573,2664
1706054400000,2024-01-24,XRPEUR,0.4777,0.4782,0.4699,0.4762,1536160.0,727379.0122,3139
1705968000000,2024-01-23,XRPEUR,0.4849,0.4877,0.4569,0.4776,2411193.0,1135982.2038,4641
1705881600000,2024-01-22,XRPEUR,0.5019,0.5046,0.4755,0.485,1907509.0,933012.1595,4054
1705795200000,2024-01-21,XRPEUR,0.5089,0.5102,0.5012,0.5014,685674.0,347580.323,1584
1705708800000,2024-01-20,XRPEUR,0.4997,0.51,0.4952,0.5088,934953.0,470712.9616,2245
1705622400000,2024-01-19,XRPEUR,0.508,0.5092,0.479,0.4999,1806382.0,900622.141,4133
1705536000000,2024-01-18,XRPEUR,0.5223,0.5223,0.5,0.5076,1540788.0,791254.193,3585
1705449600000,2024-01-17,XRPEUR,0.5299,0.53,0.5175,0.5226,1474183.0,773670.3139,2994
1705363200000,2024-01-16,XRPEUR,0.5265,0.5335,0.5213,0.5301,2329751.0,1230934.401,3781
1705276800000,2024-01-15,XRPEUR,0.5284,0.5379,0.5202,0.5263,1588830.0,840021.9402,3735
1705190400000,2024-01-14,XRPEUR,0.5266,0.543,0.524,0.5276,1188981.0,631572.3628,3082
1705104000000,2024-01-13,XRPEUR,0.5217,0.5297,0.5163,0.5266,897556.0,471834.7087,2608
1705017600000,2024-01-12,XRPEUR,0.5488,0.5505,0.5065,0.5223,2318949.0,1242864.6486,5962
1704931200000,2024-01-11,XRPEUR,0.5489,0.5679,0.5348,0.5489,2593763.0,1431977.195,7162
1704844800000,2024-01-10,XRPEUR,0.5194,0.5608,0.5026,0.548,3266148.0,1712369.8351,7050
1704758400000,2024-01-09,XRPEUR,0.5281,0.5308,0.5038,0.5196,2910310.0,1514596.4188,6393
1704672000000,2024-01-08,XRPEUR,0.5056,0.533,0.4988,0.528,3205285.0,1663968.8609,6619
1704585600000,2024-01-07,XRPEUR,0.5208,0.526,0.501,0.5057,1023111.0,530357.4186,2600
1704499200000,2024-01-06,XRPEUR,0.5282,0.5282,0.5115,0.5209,890484.0,464333.9311,2698
1704412800000,2024-01-05,XRPEUR,0.5375,0.5391,0.5065,0.528,2222142.0,1162114.3573,4876
1704326400000,2024-01-04,XRPEUR,0.5353,0.5438,0.5227,0.5376,2201370.0,1173651.0972,5104
1704240000000,2024-01-03,XRPEUR,0.5717,0.5839,0.4657,0.5354,4605781.0,2450740.2927,12693
1704153600000,2024-01-02,XRPEUR,0.5717,0.5818,0.5683,0.5714,2088075.0,1199577.4674,4612
1704067200000,2024-01-01,XRPEUR,0.5592,0.5731,0.5533,0.5717,1126723.0,636983.7018,2673
1703980800000,2023-12-31,XRPEUR,0.5649,0.5708,0.5474,0.5593,1345717.0,758103.9603,3241
1703894400000,2023-12-30,XRPEUR,0.5661,0.5724,0.5599,0.5649,1096763.0,620988.1748,2642
1703808000000,2023-12-29,XRPEUR,0.5748,0.5764,0.5562,0.5663,1782389.0,1010746.4911,4156
1703721600000,2023-12-28,XRPEUR,0.5716,0.5922,0.5645,0.5744,2127613.0,1223268.3368,4926
1703635200000,2023-12-27,XRPEUR,0.5637,0.579,0.5567,0.5715,1802788.0,1026100.9262,3987
1703548800000,2023-12-26,XRPEUR,0.5888,0.5893,0.546,0.5643,1934204.0,1094852.6349,3958
1703462400000,2023-12-25,XRPEUR,0.5607,0.5931,0.558,0.5888,1693628.0,982011.2697,4214
1703376000000,2023-12-24,XRPEUR,0.5661,0.5755,0.5511,0.5608,1350365.0,763648.8731,3447
1703289600000,2023-12-23,XRPEUR,0.5686,0.5686,0.5562,0.566,803525.0,452494.0257,2065
1703203200000,2023-12-22,XRPEUR,0.5675,0.5739,0.5589,0.5686,1357980.0,766916.2855,3003
1703116800000,2023-12-21,XRPEUR,0.5642,0.5679,0.5556,0.5675,1432521.0,806159.5567,3086
1703030400000,2023-12-20,XRPEUR,0.5506,0.5715,0.5484,0.5642,1823173.0,1024512.6676,3596
1702944000000,2023-12-19,XRPEUR,0.56,0.5642,0.5441,0.5511,1385181.0,767747.699,3242
1702857600000,2023-12-18,XRPEUR,0.5602,0.563,0.531,0.5604,1482188.0,812646.2571,3714
1702771200000,2023-12-17,XRPEUR,0.5687,0.5722,0.5578,0.5602,1064182.0,601541.8741,2584
1702684800000,2023-12-16,XRPEUR,0.5656,0.5738,0.5608,0.5687,872560.0,496809.4717,2277
1702598400000,2023-12-15,XRPEUR,0.5746,0.5865,0.5629,0.5651,1133424.0,649654.4739,2901
1702512000000,2023-12-14,XRPEUR,0.5782,0.5815,0.5577,0.5749,1500303.0,861361.9734,3461
1702425600000,2023-12-13,XRPEUR,0.5734,0.5848,0.55,0.5776,2186245.0,1239659.1104,5239
1702339200000,2023-12-12,XRPEUR,0.5751,0.5815,0.5624,0.5736,1450670.0,832732.0989,4251
1702252800000,2023-12-11,XRPEUR,0.6154,0.616,0.559,0.5753,2507125.0,1449513.0217,7721
1702166400000,2023-12-10,XRPEUR,0.6133,0.625,0.6018,0.6152,1202015.0,738859.3473,4252
1702080000000,2023-12-09,XRPEUR,0.6255,0.6518,0.6081,0.6133,1959624.0,1241798.7442,8066
1701993600000,2023-12-08,XRPEUR,0.5967,0.6287,0.5588,0.6258,3220059.0,1939658.2096,9811
1701907200000,2023-12-07,XRPEUR,0.5948,0.6084,0.5774,0.5968,2325495.0,1381324.1133,6013
1701820800000,2023-12-06,XRPEUR,0.5757,0.5981,0.566,0.5959,2169752.0,1264137.0927,5834
1701734400000,2023-12-05,XRPEUR,0.5768,0.5817,0.5621,0.5757,1736599.0,993180.9874,4427
1701648000000,2023-12-04,XRPEUR,0.5725,0.5931,0.54,0.5767,3198466.0,1833096.4012,7504
1701561600000,2023-12-03,XRPEUR,0.571,0.5832,0.5673,0.5726,1021391.0,585711.1755,3053
1701475200000,2023-12-02,XRPEUR,0.5631,0.573,0.5621,0.5711,784534.0,444637.1947,2367
1701388800000,2023-12-01,XRPEUR,0.5572,0.5642,0.5542,0.5636,1185127.0,664477.1678,3183
1701302400000,2023-11-30,XRPEUR,0.5556,0.5588,0.5468,0.557,1561622.0,863758.1096,3271
